languagename,soucelanguagename,isocode,genus,family,latitude,leafletlatitude,longitude,leafletlongitude,orderofdemnuman,table3,table4,table5,table6,table7,table8,table9,table10,table13and13b
Takia,Takia,tbc,Oceanic,Austronesian,4d40 S,-4.66666666666667,146d E,146,N-A-Dem-Num,Adj is not verb & Adj closer to noun than Num,Adj is not verb & Adj closer to noun than Dem,Lg lacks numeral classifiers & Num further from noun than Dem,Lg lacks numeral classifiers & Adj closer to noun than Num,Adj is not verb & NAdj,Lg lacks numeral classifiers & Num and Dem occur on same side of noun,Lg lacks numeral classifiers & Num and Adj occur on same side of noun,Adjs are not verbs & NRel & NAdj,Adj is not verb & NAdj & NNum
Sio,Sio,xsi,Oceanic,Austronesian,5d57 S,-5.95,147d20 E,147.333333333333,N-A-Num-Dem,Adj is not verb & Adj closer to noun than Num,Adj is not verb & Adj closer to noun than Dem,Lg lacks numeral classifiers & Num closer to noun than Dem,Lg lacks numeral classifiers & Adj closer to noun than Num,Adj is not verb & NAdj,Lg lacks numeral classifiers & Num and Dem occur on same side of noun,Lg lacks numeral classifiers & Num and Adj occur on same side of noun,Adjs are not verbs & NRel & NAdj,Adj is not verb & NAdj & NNum
Arop-Lokep,Arop-Lokep,apr,Oceanic,Austronesian,5d23 S,-5.38333333333333,147d03 E,147.05,N-A-Num-Dem,,,,,,,,,
Awad Bing,Awad Bing,bcu,Oceanic,Austronesian,5d36 S,-5.6,146d21 E,146.35,N-A-Num-Dem,,,Lg lacks numeral classifiers & Num closer to noun than Dem,Lg lacks numeral classifiers & Adj closer to noun than Num,,Lg lacks numeral classifiers & Num and Dem occur on same side of noun,Lg lacks numeral classifiers & Num and Adj occur on same side of noun,,
Maleu,Maleu,mgl,Oceanic,Austronesian,5d43 S,-5.71666666666667,148d25 E,148.416666666667,N-A-Num-Dem,Adj is not verb & Adj closer to noun than Num,Adj is not verb & Adj closer to noun than Dem,,,Adj is not verb & NAdj,,,Adjs are not verbs & NRel & NAdj,Adj is not verb & NAdj & NNum
Bariai,Bariai,bch,Oceanic,Austronesian,5d30 S,-5.5,148d40 E,148.666666666667,,,Adj is not verb & Adj closer to noun than Dem,Lg lacks numeral classifiers & Num closer to noun than Dem,,Adj is not verb & NAdj,Lg lacks numeral classifiers & Num and Dem occur on same side of noun,Lg lacks numeral classifiers & Num and Adj occur on same side of noun,,Adj is not verb & NAdj & NNum
Lusi,Lusi,khl,Oceanic,Austronesian,5d35 S,-5.58333333333333,149d40 E,149.666666666667,N-A-Dem-Num,Adj is not verb & Adj closer to noun than Num,Adj is not verb & Adj closer to noun than Dem,Lg lacks numeral classifiers & Num further from noun than Dem,Lg lacks numeral classifiers & Adj closer to noun than Num,Adj is not verb & NAdj,Lg lacks numeral classifiers & Num and Dem occur on same side of noun,Lg lacks numeral classifiers & Num and Adj occur on same side of noun,,Adj is not verb & NAdj & NNum
Kove,Kove,kvc,Oceanic,Austronesian,5d35 S,-5.58333333333333,149d38 E,149.633333333333,,,,Lg lacks numeral classifiers & Num further from noun than Dem,,,Lg lacks numeral classifiers & Num and Dem occur on same side of noun,Lg lacks numeral classifiers & Num and Adj occur on same side of noun,,
Yabem,Jab�m,jae,Oceanic,Austronesian,6d40 S,-6.66666666666667,147d50 E,147.833333333333,N-A-Num-Dem,Adj is not verb & Adj closer to noun than Num,Adj is not verb & Adj closer to noun than Dem,,,Adj is not verb & NAdj,,,Adjs are not verbs & NRel & NAdj,Adj is not verb & NAdj & NNum
Bukawa,Bukawa,buk,Oceanic,Austronesian,6d50 S,-6.83333333333333,147d15 E,147.25,N-A-Num-Dem,Adj is not verb & Adj closer to noun than Num,Adj is not verb & Adj closer to noun than Dem,Lg lacks numeral classifiers & Num closer to noun than Dem,Lg lacks numeral classifiers & Adj closer to noun than Num,Adj is not verb & NAdj,Lg lacks numeral classifiers & Num and Dem occur on same side of noun,Lg lacks numeral classifiers & Num and Adj occur on same side of noun,,Adj is not verb & NAdj & NNum
Labu,Labu,lbu,Oceanic,Austronesian,6d45 S,-6.75,146d55 E,146.916666666667,N-A-Num-Dem,Adj is not verb & Adj closer to noun than Num,Adj is not verb & Adj closer to noun than Dem,,,Adj is not verb & NAdj,,,Adjs are not verbs & NRel & NAdj,Adj is not verb & NAdj & NNum
Adzera,Adzera,azr,Oceanic,Austronesian,6d S,-6,145d55 E,145.916666666667,,,,,,,Lg lacks numeral classifiers & Num and Dem occur on same side of noun,Lg lacks numeral classifiers & Num and Adj occur on same side of noun,,
Wampar,Wampar,lbq,Oceanic,Austronesian,6d45 S,-6.75,146d35 E,146.583333333333,,,,,,,Lg lacks numeral classifiers & Num and Dem occur on same side of noun,,,
Buang (Mapos),Buang (Mapos),bzh,Oceanic,Austronesian,6d50 S,-6.83333333333333,146d55 E,146.916666666667,N-A-Num-Dem,Adj is not verb & Adj closer to noun than Num,Adj is not verb & Adj closer to noun than Dem,Lg lacks numeral classifiers & Num closer to noun than Dem,Lg lacks numeral classifiers & Adj closer to noun than Num,Adj is not verb & NAdj,Lg lacks numeral classifiers & Num and Dem occur on same side of noun,Lg lacks numeral classifiers & Num and Adj occur on same side of noun,,Adj is not verb & NAdj & NNum
Sudest,Sudest,tgo,Oceanic,Austronesian,11d30 S,-11.5,153d27 E,153.45,N-A-Num-Dem,Adj is verb & Adj closer to noun than Num,Adj is verb & Adj closer to noun than Dem,Lg has numeral classifiers & Num closer to noun than Dem,Lg has numeral classifiers & Adj closer to noun than Num,Adj is verb & NAdj,Lg has numeral classifiers & Num and Dem occur on same side of noun,Lg has numeral classifiers & Num and Adj occur on same side of noun,,Adj is verb & NAdj & NNum
Dawawa,Dawawa,dww,Oceanic,Austronesian,10d05 S,-10.0833333333333,150d E,150,,,,,,Adj is verb & NAdj,,,,Adj is verb & NAdj & NNum
Tawala,Tawala,tbo,Oceanic,Austronesian,10d20 S,-10.3333333333333,150d40 E,150.666666666667,Dem-N-A-Num,Adj is not verb & Adj closer to noun than Num,,,,Adj is not verb & NAdj,,,Adjs are not verbs & NRel & NAdj,Adj is not verb & NAdj & NNum
Gumawana,Gumawana,gvs,Oceanic,Austronesian,9d15 S,-9.25,150d50 E,150.833333333333,,,,,,Adj is not verb & NAdj,,,,Adj is not verb & NAdj & NNum
Koluwawa,Koluwawa,klx,Oceanic,Austronesian,9d27 S,-9.45,150d27 E,150.45,N-Dem-A-Num,Adj is not verb & Adj closer to noun than Num,Adj is not verb & Adj further from noun than Dem,,,Adj is not verb & NAdj,,,Adjs are not verbs & NRel & NAdj,Adj is not verb & NAdj & NNum
Iduna,Iduna,viv,Oceanic,Austronesian,9d20 S,-9.33333333333333,150d15 E,150.25,Dem-N-A-Num,Adj is not verb & Adj closer to noun than Num,,,Lg lacks numeral classifiers & Adj closer to noun than Num,Adj is not verb & NAdj,Lg lacks numeral classifiers & Num and Dem occur on different sides of noun,Lg lacks numeral classifiers & Num and Adj occur on same side of noun,Adjs are not verbs & NRel & NAdj,Adj is not verb & NAdj & NNum
Kilivila,Kilivila,kij,Oceanic,Austronesian,8d30 S,-8.5,151d05 E,151.083333333333,Num-N-Dem-A,,Adj is not verb & Adj further from noun than Dem,,,Adj is not verb & NAdj,Lg has numeral classifiers & Num and Dem occur on different sides of noun,Lg has numeral classifiers & Num and Adj occur on different sides of noun,Adjs are not verbs & NRel & NAdj,Adj is not verb & NAdj & NumN
Mekeo,Mekeo,mek,Oceanic,Austronesian,8d20 S,-8.33333333333333,146d30 E,146.5,Dem-N-A-Num,,,,,,,,,
Roro,Roro,rro,Oceanic,Austronesian,8d45 S,-8.75,146d35 E,146.583333333333,N-A-Dem-Num,Adj is verb & Adj closer to noun than Num,Adj is verb & Adj closer to noun than Dem,,,Adj is verb & NAdj,,,,Adj is verb & NAdj & NNum
Ala'ala,Ala'ala,nrz,Oceanic,Austronesian,8d55 S,-8.91666666666667,146d45 E,146.75,,Adj is not verb & Adj closer to noun than Num,Adj is not verb & Adj closer to noun than Dem,,,Adj is not verb & NAdj,,,Adjs are not verbs & NRel & NAdj,Adj is not verb & NAdj & NNum
Sinaugoro,Sinaugoro,snc,Oceanic,Austronesian,9d50 S,-9.83333333333333,147d50 E,147.833333333333,Dem-N-A-Num,,,,Lg lacks numeral classifiers & Adj closer to noun than Num,,Lg lacks numeral classifiers & Num and Dem occur on different sides of noun,Lg lacks numeral classifiers & Num and Adj occur on same side of noun,,
Bali-Vitu,Bali-Vitu,bbn,Oceanic,Austronesian,4d54 S,-4.9,149d07 E,149.116666666667,N-A-Num-Dem,,,,,,,,,
Amara,Amara,aie,Oceanic,Austronesian,5d40 S,-5.66666666666667,148d40 E,148.666666666667,N-A-Num-Dem,Adj is verb & Adj closer to noun than Num,Adj is verb & Adj closer to noun than Dem,,,Adj is verb & NAdj,,,,Adj is verb & NAdj & NNum
Kaulong,Kaulong,pss,Oceanic,Austronesian,6d10 S,-6.16666666666667,149d40 E,149.666666666667,N-A-Dem-Num,,,Lg lacks numeral classifiers & Num further from noun than Dem,Lg lacks numeral classifiers & Adj closer to noun than Num,,Lg lacks numeral classifiers & Num and Dem occur on same side of noun,Lg lacks numeral classifiers & Num and Adj occur on same side of noun,,
Patpatar,Patpatar,gfk,Oceanic,Austronesian,3d45 S,-3.75,152d30 E,152.5,Dem-Num-A-N,,,,,,,,,
Ramoaaina,Ramoaaina,rai,Oceanic,Austronesian,4d10 S,-4.16666666666667,152d25 E,152.416666666667,Num-A-N-Dem,,,,,,,,,
Tungak,Tungak,lcm,Oceanic,Austronesian,2d33 S,-2.55,150d15 E,150.25,Num-N-A-Dem,,,,,,Lg lacks numeral classifiers & Num and Dem occur on different sides of noun,Lg lacks numeral classifiers & Num and Adj occur on different sides of noun,,
Tigak,Tigak,tgc,Oceanic,Austronesian,2d43 S,-2.71666666666667,150d48 E,150.8,Num-N-A-Dem,,,,,,,,,
Kara (in Papua New Guinea),Kara (in Papua New Guinea),leu,Oceanic,Austronesian,2d50 S,-2.83333333333333,151d7 E,151.116666666667,N-A-Num-Dem,,,Lg lacks numeral classifiers & Num closer to noun than Dem,Lg lacks numeral classifiers & Adj closer to noun than Num,,Lg lacks numeral classifiers & Num and Dem occur on same side of noun,Lg lacks numeral classifiers & Num and Adj occur on same side of noun,,
Nalik,Nalik,nal,Oceanic,Austronesian,2d57 S,-2.95,151d20 E,151.333333333333,N-A-Num-Dem,,,Lg has numeral classifiers & Num closer to noun than Dem,Lg has numeral classifiers & Adj closer to noun than Num,,Lg has numeral classifiers & Num and Dem occur on same side of noun,Lg has numeral classifiers & Num and Adj occur on same side of noun,,
Madak,Madak,mmx,Oceanic,Austronesian,4d15 S,-4.25,152d E,152,Dem-Num-N-A,,,,,Adj is verb & NAdj,,,,Adj is verb & NAdj & NumN
Wuvulu,Wuvulu,wuv,Oceanic,Austronesian,1d30 N,1.5,143d E,143,Dem-Num-A-N,Adj is verb & Adj closer to noun than Num,Adj is verb & Adj closer to noun than Dem,Lg has numeral classifiers & Num closer to noun than Dem,Lg has numeral classifiers & Adj closer to noun than Num,Adj is verb & AdjN,Lg has numeral classifiers & Num and Dem occur on same side of noun,Lg has numeral classifiers & Num and Adj occur on same side of noun,,Adj is verb & AdjN & NumN
Seimat,Seimat,ssg,Oceanic,Austronesian,1d30 N,1.5,144d30 E,144.5,Num-N-A-Dem,,,,,,,,,
Loniu,Loniu,los,Oceanic,Austronesian,2d04 S,-2.06666666666667,147d20 E,147.333333333333,N-A-Num-Dem,Adj is not verb & Adj closer to noun than Num,Adj is not verb & Adj closer to noun than Dem,Lg has numeral classifiers & Num closer to noun than Dem,Lg has numeral classifiers & Adj closer to noun than Num,Adj is not verb & NAdj,Lg has numeral classifiers & Num and Dem occur on same side of noun,Lg has numeral classifiers & Num and Adj occur on same side of noun,Adjs are not verbs & NRel & NAdj,Adj is not verb & NAdj & NNum
Kele,Kele,sbc,Oceanic,Austronesian,2d05 S,-2.08333333333333,147d05 E,147.083333333333,N-Num-A-Dem,Adj is not verb & Adj further from noun than Num,Adj is not verb & Adj closer to noun than Dem,Lg has numeral classifiers & Num closer to noun than Dem,Lg has numeral classifiers & Adj further from noun than Num,Adj is not verb & NAdj,Lg has numeral classifiers & Num and Dem occur on same side of noun,Lg has numeral classifiers & Num and Adj occur on same side of noun,Adjs are not verbs & NRel & NAdj,Adj is not verb & NAdj & NNum
Halia,Halia,hla,Oceanic,Austronesian,5d15 S,-5.25,154d40 E,154.666666666667,Num-N-A-Dem,,,,,,,,,
Taiof,Taiof,sps,Oceanic,Austronesian,5d32 S,-5.53333333333333,154d38 E,154.633333333333,Num-N-A-Dem,,,,,,,,,
Vinitiri,Vinitiri,vmg,Oceanic,Austronesian,4d17 S,-4.28333333333333,152d E,152,Dem-Num-N-A,,,,,,,,,
Teop,Teop,tio,Oceanic,Austronesian,5d40 S,-5.66666666666667,155d E,155,Num-N-Dem-A,,,,,,Lg lacks numeral classifiers & Num and Dem occur on different sides of noun,Lg lacks numeral classifiers & Num and Adj occur on different sides of noun,,
Sisiqa,Sisiqa,baa,Oceanic,Austronesian,7d S,-7,156d50 E,156.833333333333,Num-N-A-Dem,,,,,,,,,
Roviana,Roviana,rug,Oceanic,Austronesian,8d15 S,-8.25,157d20 E,157.333333333333,Num-N-A-Dem,,Adj is not verb & Adj closer to noun than Dem,,,Adj is not verb & NAdj,,,Adjs are not verbs & NRel & NAdj,Adj is not verb & NAdj & NumN
Hoava,Hoava,hoa,Oceanic,Austronesian,8d05 S,-8.08333333333333,157d30 E,157.5,Num-N-A-Dem,,Adj is verb & Adj closer to noun than Dem,,,Adj is verb & NAdj,Lg lacks numeral classifiers & Num and Dem occur on different sides of noun,Lg lacks numeral classifiers & Num and Adj occur on different sides of noun,,Adj is verb & NAdj & NumN
Kokota,Kokota,kkk,Oceanic,Austronesian,8d S,-8,159d08 E,159.133333333333,Num-N-A-Dem,,,,,,,,,
Buma,Buma,tkw,Oceanic,Austronesian,11d38 S,-11.6333333333333,166d50 E,166.833333333333,N-Num-A-Dem,,,Lg lacks numeral classifiers & Num closer to noun than Dem,Lg lacks numeral classifiers & Adj further from noun than Num,,Lg lacks numeral classifiers & Num and Dem occur on same side of noun,Lg lacks numeral classifiers & Num and Adj occur on same side of noun,,
Anejom,Anejom,aty,Oceanic,Austronesian,20d12 S,-20.2,169d48 E,169.8,,,,Lg lacks numeral classifiers & Num closer to noun than Dem,,,Lg lacks numeral classifiers & Num and Dem occur on same side of noun,Lg lacks numeral classifiers & Num and Adj occur on same side of noun,,
Erromangan,Erromangan,erg,Oceanic,Austronesian,18d50 S,-18.8333333333333,169d10 E,169.166666666667,,,Adj is not verb & Adj closer to noun than Dem,,,Adj is not verb & NAdj,,,Adjs are not verbs & NRel & NAdj,Adj is not verb & NAdj & NNum
Lenakel,Lenakel,tnl,Oceanic,Austronesian,19d27 S,-19.45,169d15 E,169.25,N-A-Num-Dem,,,,,,,,,
Belep,Belep,yly,Oceanic,Austronesian,19d45 S,-19.75,163d40 E,163.666666666667,,,,,,,,Lg has numeral classifiers & Num and Adj occur on same side of noun,,
Xârâcùù,X�r�c��,ane,Oceanic,Austronesian,21d40 S,-21.6666666666667,166d E,166,Num-A-N-Dem,Adj is not verb & Adj closer to noun than Num,,,,Adj is not verb & AdjN,,,,Adj is not verb & AdjN & NumN
Iaai,Iaai,iai,Oceanic,Austronesian,20d25 S,-20.4166666666667,166d35 E,166.583333333333,Num-A-N-Dem,,,,Lg lacks numeral classifiers & Adj closer to noun than Num,,Lg lacks numeral classifiers & Num and Dem occur on different sides of noun,Lg lacks numeral classifiers & Num and Adj occur on same side of noun,,
Drehu,Drehu,dhv,Oceanic,Austronesian,21d S,-21,167d15 E,167.25,Num-N-Dem-A,,,,,,Lg lacks numeral classifiers & Num and Dem occur on different sides of noun,Lg lacks numeral classifiers & Num and Adj occur on different sides of noun,,
Kiribati,Kiribati,gil,Oceanic,Austronesian,1d20 N,1.33333333333333,173d E,173,,,,,,,Lg has numeral classifiers & Num and Dem occur on different sides of noun,Lg has numeral classifiers & Num and Adj occur on different sides of noun,,
Kosraean,Kosraean,kos,Oceanic,Austronesian,5d18 N,5.3,163d E,163,N-A-Num-Dem,,,,,,,,,
Pingilapese,Pingilapese,pif,Oceanic,Austronesian,6d12 N,6.2,160d43 E,160.716666666667,N-A-Num-Dem,,,Lg has numeral classifiers & Num closer to noun than Dem,Lg has numeral classifiers & Adj closer to noun than Num,,Lg has numeral classifiers & Num and Dem occur on same side of noun,Lg has numeral classifiers & Num and Adj occur on same side of noun,,
Mokilese,Mokilese,mkj,Oceanic,Austronesian,6d40 N,6.66666666666667,159d45 E,159.75,N-A-Num-Dem,Adj is verb & Adj closer to noun than Num,Adj is verb & Adj closer to noun than Dem,,,Adj is verb & NAdj,,,,Adj is verb & NAdj & NNum
Pohnpeian,Pohnpeian,pon,Oceanic,Austronesian,6d53 N,6.88333333333333,158d15 E,158.25,,,Adj is verb & Adj closer to noun than Dem,,,Adj is verb & NAdj,,,,Adj is verb & NAdj & NNum
Woleaian,Woleaian,woe,Oceanic,Austronesian,7d20 N,7.33333333333333,143d50 E,143.833333333333,Num-N-A-Dem,,,,,,Lg has numeral classifiers & Num and Dem occur on different sides of noun,Lg has numeral classifiers & Num and Adj occur on different sides of noun,,
Longgu,Longgu,lgu,Oceanic,Austronesian,9d45 S,-9.75,160d40 E,160.666666666667,Num-N-A-Dem,,,,,,,,,
Wala,Wala,lgl,Oceanic,Austronesian,8d50 S,-8.83333333333333,160d45 E,160.75,Num-N-A-Dem,,,,,,Lg has numeral classifiers & Num and Dem occur on different sides of noun,Lg has numeral classifiers & Num and Adj occur on different sides of noun,,
Kwaio,Kwaio,kwd,Oceanic,Austronesian,8d57 S,-8.95,161d E,161,Num-N-A-Dem,,,,,,Lg has numeral classifiers & Num and Dem occur on different sides of noun,Lg has numeral classifiers & Num and Adj occur on different sides of noun,,
Are'are,Are'are,alu,Oceanic,Austronesian,9d15 S,-9.25,161d10 E,161.166666666667,Num-N-A-Dem,,,,,,Lg lacks numeral classifiers & Num and Dem occur on different sides of noun,Lg lacks numeral classifiers & Num and Adj occur on different sides of noun,,
Avava,Avava,tmv,Oceanic,Austronesian,16d15 S,-16.25,167d30 E,167.5,N-A-Num-Dem,,,Lg lacks numeral classifiers & Num closer to noun than Dem,Lg lacks numeral classifiers & Adj closer to noun than Num,,Lg lacks numeral classifiers & Num and Dem occur on same side of noun,Lg lacks numeral classifiers & Num and Adj occur on same side of noun,,
Vinmavis,Vinmavis,vnm,Oceanic,Austronesian,16d10 S,-16.1666666666667,167d25 E,167.416666666667,N-A-Num-Dem,,,,,,,,,
Mwotlap,Mwotlap,mlv,Oceanic,Austronesian,13d35 S,-13.5833333333333,167d35 E,167.583333333333,N-A-Num-Dem,,,Lg lacks numeral classifiers & Num closer to noun than Dem,Lg lacks numeral classifiers & Adj closer to noun than Num,,Lg lacks numeral classifiers & Num and Dem occur on same side of noun,Lg lacks numeral classifiers & Num and Adj occur on same side of noun,,
Ambae (Lolovoli Northeast),Ambae (Lolovoli Northeast),omb,Oceanic,Austronesian,15d25 S,-15.4166666666667,167d50 E,167.833333333333,N-A-Num-Dem,,,,,,,,,
Paamese,Paamese,pma,Oceanic,Austronesian,16d30 S,-16.5,168d15 E,168.25,,Adj is verb & Adj further from noun than Num,,,,Adj is verb & NAdj,,,,Adj is verb & NAdj & NNum
Araki,Araki,akr,Oceanic,Austronesian,15d40 S,-15.6666666666667,166d55 E,166.916666666667,N-A-Dem-Num,,,,,,,,,
